Title,URL,Publication Date,Section,publication_date
Ukraine says it will stop transporting some Russian gas.,https://www.nytimes.com/2022/05/10/business/ukraine-gas-russia-sokhranivka.html,2022-05-10,Business Day,2022-05-10 17:22:15+00:00
"A Small Country Far From Ukraine Is Sending Hundreds toWar, on Both Sides",https://www.nytimes.com/2023/10/20/world/asia/ukraine-russia-nepal.html,2023-10-20,World,2023-10-20 09:03:08+00:00
"More Cautious, Russia Embarks on New Phase of Ukraine War",https://www.nytimes.com/2022/04/19/world/ukraine-russia-donbas-offensive.html,2022-04-19,World,2022-04-19 23:18:03+00:00
These Men Fled War in Syria to Ukraine. Now They’ve Fled Again.,https://www.nytimes.com/2022/11/05/world/europe/ukraine-war-syria-refugees.html,2022-11-05,World,2022-11-05 09:46:27+00:00
Is Ukraine Turning the Tide in the War?,https://www.nytimes.com/2022/09/13/podcasts/the-daily/ukraine-russia-war-counteroffensive-kharkiv.html,2022-09-13,Podcasts,2022-09-13 10:00:08+00:00
The Costs of a Long War in Ukraine,https://www.nytimes.com/2023/02/04/opinion/the-costs-of-a-long-war-in-ukraine.html,2023-02-04,Opinion,2023-02-04 20:00:06+00:00
The Ukraine War’s Decisive Season,https://www.nytimes.com/2022/09/10/opinion/ukraine-war-europe.html,2022-09-10,Opinion,2022-09-10 19:00:05+00:00
"They Trudge From Russia Into Ukraine, Fleeing Life Under Occupation",https://www.nytimes.com/2023/11/16/world/europe/russia-ukraine-war-border-crossing.html,2023-11-16,World,2023-11-16 10:39:41+00:00
"As Ukraine defends in the east and south, a U.S. official says Russia’s war effort is failing.",https://www.nytimes.com/2022/07/30/world/europe/us-russia-war-effort-failing.html,2022-07-30,World,2022-07-30 12:00:23+00:00
"Russia Is ‘Using Hunger and Grain to Wield Power,’ E.U. Official Says",https://www.nytimes.com/video/world/europe/100000008364652/russia-ukraine-war-food-supply-eu.html,2022-05-24,World,2022-05-24 14:13:23+00:00
"Living Side by Side, Ukrainian and Russian Sailors Are Tested by War",https://www.nytimes.com/2022/08/02/world/europe/ukrainian-russian-sailors.html,2022-08-02,World,2022-08-02 09:09:01+00:00
"U.S. Lacks a Clear Picture of Ukraine’s War Strategy, Officials Say",https://www.nytimes.com/2022/06/08/us/politics/ukraine-war-us-intelligence.html,2022-06-08,U.S.,2022-06-08 09:00:36+00:00
"Slowed on the Battlefield, Russia Widens Bombardment of Ukrainian Cities",https://www.nytimes.com/2022/03/11/world/europe/russia-ukraine-bombardment-chechnya.html,2022-03-11,World,2022-03-11 23:29:10+00:00
"Russia Detains Igor Girkin, a Critic of Putin’s War Effort in Ukraine: What to Know",https://www.nytimes.com/2023/07/21/world/europe/igor-girkin-strelkov-detained-russia-war.html,2023-07-21,World,2023-07-21 12:52:52+00:00
America’s Road to the Ukraine War,https://www.nytimes.com/2022/04/24/us/politics/russia-ukraine-diplomacy.html,2022-04-24,U.S.,2022-04-24 21:53:00+00:00
"Girding for New Battle, Russia Warns U.S. on Advanced Weapons for Ukraine",https://www.nytimes.com/2022/04/15/world/europe/ukraine-russia-us-weapons-warning.html,2022-04-15,World,2022-04-15 22:44:08+00:00
Where Russians Turn for Uncensored News on Ukraine,https://www.nytimes.com/2022/04/16/world/europe/russian-propaganda-telegram-ukraine.html,2022-04-16,World,2022-04-16 12:47:07+00:00
"One Week After Russia’s Invasion, Here’s How the War Is Evolving",https://www.nytimes.com/2022/03/03/world/europe/russia-ukraine-war.html,2022-03-03,World,2022-03-03 13:55:46+00:00
How Will the Ukraine War End?,https://www.nytimes.com/2022/03/23/opinion/ukraine-war-end-putin.html,2022-03-23,Opinion,2022-03-23 22:00:04+00:00
"In Russia’s War, China and India Emerge as Financiers",https://www.nytimes.com/2022/06/24/business/russia-oil-china-india-ukraine-war.html,2022-06-24,Business Day,2022-06-24 09:00:45+00:00
Documenting Atrocities in the War in Ukraine,https://www.nytimes.com/interactive/2022/05/22/world/europe/ukraine-war-crimes.html,2022-05-22,World,2022-05-22 09:00:01+00:00
Yellen Calls for More Ukraine Support and Warns China Against Helping Russia,https://www.nytimes.com/2023/02/23/business/yellen-ukraine-g20.html,2023-02-23,Business Day,2023-02-23 08:30:03+00:00
"In the War Over Ukraine, Expect the Unexpected",https://www.nytimes.com/2022/03/15/opinion/russia-ukraine-putin-war.html,2022-03-15,Opinion,2022-03-15 23:00:14+00:00
Explosions Damage Crimea Bridge as Russia Blames Ukraine for Attack,https://www.nytimes.com/2023/07/17/world/europe/russia-ukraine-crimea-bridge.html,2023-07-17,World,2023-07-17 22:26:23+00:00
"How Ukraine, With No Warships, Is Thwarting Russia’s Navy",https://www.nytimes.com/2023/11/12/world/europe/ukraine-navy-admiral-black-sea.html,2023-11-12,World,2023-11-12 10:01:18+00:00
Russia and Ukraine Signal Progress in Peace Talks,https://www.nytimes.com/video/world/europe/100000008277849/ukraine-russia-talks-turkey.html,2022-03-29,World,2022-03-29 17:30:24+00:00
"Biden Speeds Up Military Aid to Ukraine, Drawing U.S. Deeper Into War",https://www.nytimes.com/2022/05/09/us/politics/biden-lend-lease-ukraine-weapons-war.html,2022-05-10,U.S.,2022-05-10 00:07:50+00:00
New Russian High School Textbooks Seek to Justify War in Ukraine,https://www.nytimes.com/2023/09/01/world/europe/russia-textbooks-ukraine-war.html,2023-09-01,World,2023-09-01 07:52:03+00:00
A Brutal New Phase of Putin’s Terrible War in Ukraine,https://www.nytimes.com/2023/01/21/opinion/russia-ukraine.html,2023-01-21,Opinion,2023-01-21 14:00:07+00:00
U.S. Sees Opportunity for Ukraine to Capitalize on Russian Weakness,https://www.nytimes.com/2022/10/20/us/politics/us-ukraine-war.html,2022-10-20,U.S.,2022-10-20 09:00:37+00:00
Ukraine’s Herculean Task: Helping Millions Whose Homes Are in Ruins or Russia’s Hands,https://www.nytimes.com/2022/07/06/world/europe/ukraine-war-refugees-displaced.html,2022-07-06,World,2022-07-06 20:19:19+00:00
Zelensky warns the U.N. climate gathering that Russia’s war is undercutting any possible collective action.,https://www.nytimes.com/2022/11/08/world/europe/zelensky-russia-ukraine-war-climate.html,2022-11-08,World,2022-11-08 20:15:34+00:00
Ukraine Under Attack: Documenting the Russian Invasion,https://www.nytimes.com/article/russia-ukraine-war-photos.html,2022-10-11,World,2022-10-11 18:19:14+00:00
Inside Russia’s brutal detentions of Ukrainians.,https://www.nytimes.com/2022/08/16/world/europe/inside-russias-brutal-detentions-of-ukrainians.html,2022-08-16,World,2022-08-16 20:14:00+00:00
"Belarus Would Join Russia’s War if Ukraine Attacked, Lukashenko Says",https://www.nytimes.com/2023/02/16/world/europe/belarus-lukashenko-ukraine-war.html,2023-02-16,World,2023-02-16 19:41:25+00:00
U.S. Believes Ukrainians Were Behind an Assassination in Russia,https://www.nytimes.com/2022/10/05/us/politics/ukraine-russia-dugina-assassination.html,2022-10-05,U.S.,2022-10-05 17:08:03+00:00
Russia and Ukraine trade blows in the south.,https://www.nytimes.com/2022/09/16/world/europe/russians-and-ukrainians-bomb-each-other-in-southern-ukraine.html,2022-09-16,World,2022-09-16 20:03:02+00:00
Tending Russia’s Dead as They Pile Up in Ukraine,https://www.nytimes.com/2022/05/29/world/russian-casualties-ukraine.html,2022-05-29,World,2022-05-29 19:31:06+00:00
Ukraine War’s Geographic Reality: Russia Has Seized Much of the East,https://www.nytimes.com/2022/05/10/world/europe/ukraine-russia-donbas.html,2022-05-10,World,2022-05-10 22:07:47+00:00
Russia’s Economy Is Increasingly Structured Around Its War in Ukraine,https://www.nytimes.com/2023/10/09/business/economy/russia-economy-ukraine-war.html,2023-10-09,Business Day,2023-10-09 09:02:04+00:00
Sanctions Against Russia Ignore the Economic Challenges Facing Ukraine,https://www.nytimes.com/2023/02/09/opinion/sanctions-russia-ukraine-economy.html,2023-02-09,Opinion,2023-02-09 10:00:21+00:00
"Russian Military Is Repeating Mistakes in Eastern Ukraine, U.S. Says",https://www.nytimes.com/2022/05/31/us/politics/russia-military-eastern-ukraine.html,2022-05-31,U.S.,2022-05-31 20:08:21+00:00
Car Bombing in Russian-Occupied Ukraine Shows Reach of War,https://www.nytimes.com/2023/06/03/world/europe/ukraine-russia-war-car-bomb.html,2023-06-03,World,2023-06-03 09:52:24+00:00
"Ukraine begins a trial of a Russian soldier accused of a war crime, a first since the conflict began.",https://www.nytimes.com/2022/05/13/world/europe/ukraine-war-crime-trial-russian-soldier.html,2022-05-13,World,2022-05-13 10:15:03+00:00
"Russia’s blockade of Ukraine’s food exports is a ‘war crime,’ says the E.U.’s foreign policy chief.",https://www.nytimes.com/2022/06/20/world/europe/russia-blockade-ukraine-grain.html,2022-06-20,World,2022-06-20 18:57:52+00:00
House Passes Bill Urging Biden to Sell Seized Russian Yachts to Aid Ukraine,https://www.nytimes.com/2022/04/27/us/politics/biden-russia-sanctions.html,2022-04-27,U.S.,2022-04-27 21:22:29+00:00
"Russian Air Base Is Attacked, as Ukraine Discounts Escalation Threat",https://www.nytimes.com/2022/12/26/world/europe/russia-drone-attack-ukraine.html,2022-12-26,World,2022-12-26 23:01:11+00:00
‘It Was Horror’: Ukrainians Share Grim Tales of Russian Occupation,https://www.nytimes.com/2022/10/20/world/europe/ukraine-civilians-russia-occupation.html,2022-10-20,World,2022-10-20 16:11:34+00:00
Macron Condemns Russian Invasion of Ukraine as ‘Imperialism’,https://www.nytimes.com/video/world/100000008543883/macron-france-united-nations.html,2022-09-20,World,2022-09-20 20:26:01+00:00
The Next Phase of the War in Ukraine,https://www.nytimes.com/2022/04/13/podcasts/the-daily/russia-ukraine-war.html,2022-04-13,Podcasts,2022-04-13 10:00:10+00:00
Putin’s Escalation of the War in Ukraine,https://www.nytimes.com/2022/09/22/podcasts/the-daily/ukraine-putin-russia-nuclear.html,2022-09-22,Podcasts,2022-09-22 10:00:10+00:00
Dispatch Has Rereleased ‘The General’ in Russian to Support Ukraine,https://www.nytimes.com/2022/04/26/arts/music/dispatch-general-ukraine-russia.html,2022-04-26,Arts,2022-04-26 16:38:16+00:00
Why Russia Hasn’t Defeated Ukraine,https://www.nytimes.com/2022/03/03/podcasts/the-daily/ukraine-russia-war-military-strategy.html,2022-03-03,Podcasts,2022-03-03 11:00:08+00:00
This War May Be Heading for a Cease-Fire,https://www.nytimes.com/2023/02/24/opinion/ukraine-russia-war-korea.html,2023-02-24,Opinion,2023-02-24 06:00:08+00:00
Three Paths Toward an Endgame for Putin’s War,https://www.nytimes.com/2022/09/20/opinion/ukraine-putin.html,2022-09-20,Opinion,2022-09-20 23:20:06+00:00
Ukraine’s ‘Mosquito’ Air Force,https://www.nytimes.com/2022/08/10/briefing/russia-ukraine-war-drones-crimea.html,2022-08-10,Briefing,2022-08-10 21:18:24+00:00
Why Calls for War Crimes Justice Over Ukraine Face Long Odds,https://www.nytimes.com/2022/04/10/world/europe/russia-ukraine-war-crimes.html,2022-04-10,World,2022-04-10 07:00:10+00:00
The W.H.O. puts off assessing Russia’s Sputnik vaccine because of the war in Ukraine.,https://www.nytimes.com/2022/03/16/world/europe/who-sputnik-covid-vaccine.html,2022-03-16,World,2022-03-16 20:45:04+00:00
An Alternate Reality: How Russia’s State TV Spins the Ukraine War,https://www.nytimes.com/2022/12/15/technology/russia-state-tv-ukraine-war.html,2022-12-15,Technology,2022-12-15 08:00:09+00:00
"Where Russians Retreated, Ukrainians Find Devastation",https://www.nytimes.com/2022/10/24/world/europe/ukraine-devastation-russian-retreat.html,2022-10-24,World,2022-10-24 17:54:40+00:00
Biden Hits Russia With Broad Sanctions for Putin’s War in Ukraine,https://www.nytimes.com/2022/02/24/us/politics/biden-sanctions-russia-ukraine.html,2022-02-25,U.S.,2022-02-25 00:58:06+00:00
"Scarred by War, Ukraine’s Children Face Years of Trauma",https://www.nytimes.com/2022/10/28/world/europe/ukraine-children-war.html,2022-10-28,World,2022-10-28 16:03:02+00:00
Ukrainians Try to Push Back Russian Forces Pummeling Their Cities,https://www.nytimes.com/2022/03/22/world/europe/ukrainians-fight-russian-invasion.html,2022-03-22,World,2022-03-22 22:44:57+00:00
Here are the latest developments in the war in Ukraine.,https://www.nytimes.com/2022/06/02/world/europe/the-latest-developments-in-the-war-in-ukraine.html,2022-06-02,World,2022-06-02 05:56:14+00:00
Russia’s ‘Dirty Bomb’ Gambit,https://www.nytimes.com/2022/10/24/briefing/russia-ukraine-war-bomb-us.html,2022-10-24,Briefing,2022-10-24 22:01:21+00:00
Here are the latest developments in the war in Ukraine.,https://www.nytimes.com/2022/03/19/world/europe/here-are-the-latest-developments-in-the-war-in-ukraine-sunday.html,2022-03-20,World,2022-03-20 02:38:39+00:00
Here are the latest developments in the war in Ukraine.,https://www.nytimes.com/2022/03/08/world/europe/latest-developments-in-the-war-in-ukraine.html,2022-03-08,World,2022-03-08 16:23:42+00:00
Is There Any End to the Ukraine War in Sight?,https://www.nytimes.com/2022/08/10/opinion/is-there-any-end-to-the-ukraine-war-in-sight.html,2022-08-10,Opinion,2022-08-10 23:07:30+00:00
"Museums Rename Artworks and Artists as Ukrainian, Not Russian",https://www.nytimes.com/2023/03/17/arts/design/museums-relabel-art-ukraine-russian.html,2023-03-17,Arts,2023-03-17 15:24:55+00:00
Biden calls Russian actions in Ukraine “genocide”,https://www.nytimes.com/video/us/politics/100000008301441/biden-ukraine-russia-genocide-comments-video.html,2022-04-13,U.S.,2022-04-13 10:15:22+00:00
"Russia’s Shortfalls Create an Opportunity for Ukraine, Western Officials Say",https://www.nytimes.com/2022/08/04/us/politics/russia-weapons-ukraine.html,2022-08-04,U.S.,2022-08-04 09:00:19+00:00
Ukraine Celebrates Return of Azov Commanders Held as Prisoners of War,https://www.nytimes.com/2023/07/09/world/europe/ukraine-war-prisoners-azov.html,2023-07-09,World,2023-07-09 12:41:40+00:00
"Ukraine, Struggling on Land, Claims to Deal Blow to Russia at Sea",https://www.nytimes.com/2024/02/14/world/europe/ukraine-strike-russia-black-sea.html,2024-02-14,World,2024-02-14 14:43:22+00:00
Here are the latest developments in the war in Ukraine.,https://www.nytimes.com/2022/05/31/world/here-are-the-latest-developments-in-the-war-in-ukraine.html,2022-05-31,World,2022-05-31 05:08:38+00:00
How Russia Took Over Ukraine’s Internet in Occupied Territories,https://www.nytimes.com/interactive/2022/08/09/technology/ukraine-internet-russia-censorship.html,2022-08-09,Technology,2022-08-09 09:00:04+00:00
St. Petersburg Blast Kills Russian Blogger Who Backed War in Ukraine,https://www.nytimes.com/video/world/europe/100000008842016/russian-military-blogger-explosion.html,2023-04-03,World,2023-04-03 02:56:26+00:00
"In Ukraine, Russia Is Inching Forward Death by Death",https://www.nytimes.com/2024/02/27/world/europe/russia-deaths-avdiivka-strategy.html,2024-02-27,World,2024-02-27 10:30:11+00:00
"As Russia Pivots East, Ukrainians Ask: Are We Next?",https://www.nytimes.com/video/world/europe/100000008293410/zaporizhzhia-ukraine-war.html,2022-04-16,World,2022-04-16 09:00:04+00:00
Ukrainian Troops Hunt Demoralized Russian Stragglers in Seized City,https://www.nytimes.com/2022/10/02/world/europe/ukraine-russia-lyman.html,2022-10-02,World,2022-10-02 22:00:07+00:00
Ukrainian Troops Hunt Demoralized Russian Stragglers in Seized City,https://www.nytimes.com/2022/10/02/world/europe/ukraine-russia-lyman.html,2022-10-02,World,2022-10-02 22:00:07+00:00
A Russian official tours occupied southern Ukraine.,https://www.nytimes.com/2022/05/19/world/russia-ukraine-kherson-zelensky.html,2022-05-19,World,2022-05-19 18:02:35+00:00
"Ukrainian Missile Attack on a Russian City Kills at Least 22, Officials Say",https://www.nytimes.com/2023/12/30/world/europe/ukraine-russia-belgorod-attacks.html,2023-12-30,World,2023-12-30 16:23:31+00:00
Here are the latest developments in the war in Ukraine.,https://www.nytimes.com/2022/06/11/world/europe/here-are-the-latest-developments-in-the-war-in-ukraine.html,2022-06-11,World,2022-06-11 05:23:54+00:00
The Incomplete Picture of the War in Ukraine,https://www.nytimes.com/2022/06/13/podcasts/the-daily/ukraine-war-intelligence.html,2022-06-13,Podcasts,2022-06-13 10:00:09+00:00
What Hundreds of Photos of Weapons Reveal About Russia’s Brutal War Strategy,https://www.nytimes.com/interactive/2022/06/19/world/europe/ukraine-munitions-war-crimes.html,2022-06-19,World,2022-06-19 04:15:01+00:00
"Corruption Is an Existential Threat to Ukraine, and Ukrainians Know It",https://www.nytimes.com/2023/09/10/opinion/ukraine-war-corruption.html,2023-09-10,Opinion,2023-09-10 10:00:14+00:00
Russia’s Online Censorship Has Soared 30-Fold During Ukraine War,https://www.nytimes.com/2023/07/26/technology/russia-censorship-ukraine-war.html,2023-07-26,Technology,2023-07-26 14:00:11+00:00
"As Russia Strikes Ukrainian Civilians, Putin Tells His People the War Is Just",https://www.nytimes.com/2023/02/02/world/europe/russia-ukraine-putin-stalingrad.html,2023-02-03,World,2023-02-03 00:32:53+00:00
I.C.C. Joins Investigation of War Crimes in Ukraine,https://www.nytimes.com/video/world/europe/100000008323381/icc-war-crimes-ukraine.html,2022-04-27,World,2022-04-27 23:28:33+00:00
On ‘The Daily’: Looking Back on the War in Ukraine,https://www.nytimes.com/2023/01/24/podcasts/daily-war-in-ukraine.html,2023-01-24,Podcasts,2023-01-24 23:46:42+00:00
"Russia Unleashes a Missile Barrage, While Inching Ahead in Eastern Ukraine",https://www.nytimes.com/2022/06/25/world/europe/russia-missiles-ukraine-putin-lukashenko.html,2022-06-25,World,2022-06-25 14:54:25+00:00
"The Senate is expected to pass a $40 billion aid package for Ukraine, sending it to Biden.",https://www.nytimes.com/2022/05/19/us/politics/ukraine-aid.html,2022-05-19,U.S.,2022-05-19 15:03:33+00:00
